VideoId,Label
3XY5,1 0 35 36 15 27 63 16 12 42
IvY5,5 0 1 16 25 12 35 6 3 14
DfY5,6 8 3 13 4 10 9 28 15 18
dhY5,0 1 4 306 13 42 6 9 8 3
9aY5,3 6 4 8 13 10 9 28 33 0
VMY5,15 18 11 2 13 0 5 26 8 99
OlY5,11 12 15 0 2 18 8 7 19 6
Q3Y5,0 72 2 68 15 98 7 17 1 19
DlY5,15 18 11 2 0 12 60 7 43 30
IQY5,15 454 2 279 439 7 18 11 158 146
e0Y5,3 6 4 8 13 10 9 15 28 5
ejY5,11 15 22 20 32 29 18 6 13 2
RWY5,5 16 1 0 25 6 4 3 35 15
UjY5,4 13 33 8 6 28 3 10 38 9
ACY5,6 8 17 19 3 2 5 0 12 15
wZY5,0 1 42 35 15 8 111 11 4 6
ILY5,1 0 5 15 12 2 19 16 4 26
SdY5,13 8 4 6 3 89 175 33 28 0
sUY5,15 18 67 5 11 4 16 13 9 49
tWY5,0 1 27 5 35 16 2 7 15 23
s8Y5,1 0 21 23 15 24 11 2 4 12
fpY5,7 2 17 19 129 15 13 12 3 18
3tY5,13 10 8 4 6 9 15 3 18 12
H0Y5,3 4 6 9 10 13 0 28 38 1
n8Y5,17 2 19 30 15 7 345 12 143 18
HmY5,0 14 12 15 1 7 2 5 35 19
qeY5,3 4 6 13 9 10 28 8 38 1
3lY5,6 3 8 4 13 0 10 2 1 11
DgY5,2 7 17 0 5 19 15 1 11 30
MTY5,8 6 4 3 13 15 10 18 0 9
vxY5,2 15 0 18 7 11 5 19 17 1
O4Y5,1 0 27 5 35 2 7 15 21 11
esY5,0 2 15 5 1 12 7 26 18 17
FHY5,3 13 4 6 8 10 9 28 18 15
8pY5,14 0 12 15 7 1 2 5 17 19
YYY5,0 12 376 91 79 2 15 7 1 19
FOY5,12 0 92 2 15 7 19 110 11 369
g7Y5,8 0 6 4 3 9 2 12 15 5
AOY5,4 10 9 13 6 3 8 28 38 37
NuY5,2 7 17 15 0 19 11 12 1 18
g6Y5,18 15 11 26 8 67 50 49 20 66
SbY5,11 20 22 18 15 32 13 29 6 8
iSY5,1 0 4 35 15 6 42 9 13 27
wKY5,0 1 12 19 17 5 2 52 15 35
A0Y5,0 1 35 16 5 11 15 2 19 42
uMY5,72 68 8 15 6 0 98 151 4 1
ngY5,4 9 10 13 3 37 6 0 1 15
ZRY5,11 13 8 4 15 6 18 0 229 771
qdY5,9 10 34 4 0 15 13 1 2 12
rhY5,1 0 35 15 36 17 42 4 7 18
4YY5,5 16 0 1 4 6 3 11 15 81
dIY5,18 15 9 11 4 13 10 6 8 2
JIY5,1 0 36 35 7 15 17 2 19 12
lIY5,5 4 16 6 3 9 14 15 10 13
AXY5,6 8 3 13 4 15 10 28 11 18
EoY5,5 15 18 49 11 16 2 1 6 0
nVY5,4 9 3 10 6 13 14 28 15 18
vLY5,5 1 16 0 15 25 35 12 7 11
AEY5,7 2 17 19 0 15 11 12 48 1
OuY5,5 14 15 18 4 308 16 9 71 2
OkY5,0 1 5 16 35 6 8 69 12 4
kIY5,15 2 0 17 9 4 6 11 19 18
5CY5,15 0 103 12 18 5 118 2 82 1
7zY5,1 0 5 16 25 35 15 4 42 6
OUY5,5 16 1 0 15 11 35 26 81 6
zqY5,3 6 8 4 13 10 9 15 5 28
NGY5,0 1 35 36 2 15 17 7 12 19
ccY5,12 2 0 15 11 7 18 21 19 17
7KY5,0 1 27 35 42 15 36 12 11 17
w5Y5,2 7 15 18 26 11 1 21 17 23
UUY5,0 15 12 2 7 11 18 1 17 19
JmY5,12 0 15 23 2 21 11 7 18 92
34Y5,7 2 5 17 14 48 15 19 16 9
ljY5,0 18 12 31 49 15 8 13 4 1
tqY5,1 0 4 15 35 3 372 6 18 357
iMY5,2 7 0 1 17 4 19 15 13 3
1EY5,2 18 11 15 7 75 9 17 62 30
5dY5,0 4 1 42 10 13 8 9 6 111
aDY5,8 6 16 3 12 15 5 13 0 11
LlY5,6 8 3 13 15 11 18 4 2 10
LvY5,3 6 4 13 10 9 28 8 38 15
21Y5,0 1 5 534 395 42 12 15 6 2
4rY5,50 11 39 65 229 13 10 6 4 8
M8Y5,0 1 15 36 35 27 7 2 12 11
QcY5,3 4 6 8 13 1 9 10 5 0
9pY5,2 7 17 19 15 11 48 18 30 129
BFY5,12 2 15 11 0 7 19 18 17 8
FNY5,9 10 4 34 13 15 18 6 2 11
78Y5,0 1 27 35 15 11 5 23 2 7
rlY5,3 4 6 10 13 8 9 28 38 33
YtY5,3 6 4 13 10 9 8 28 15 38
AfY5,0 12 15 8 4 52 6 18 13 2
tHY5,11 15 18 49 50 66 39 5 6 20
neY5,3 6 8 4 13 9 10 15 5 61
GYY5,2 18 15 7 11 76 17 9 43 30
DAY5,1 0 5 4 6 16 35 15 2 11
jKY5,21 23 0 1 26 11 15 12 24 73
nBY5,2 273 15 231 160 491 49 18 888 7
SqY5,2 7 30 17 15 11 19 1 18 413
JyY5,11 15 18 2 20 22 8 29 7 26
yuY5,2 11 7 208 15 17 18 13 83 19
xTY5,0 1 5 25 12 16 35 42 36 27
1hY5,1 0 19 17 2 7 35 5 12 11
yXY5,2 7 15 17 26 1 18 64 0 11
hjY5,0 1 7 15 2 35 11 27 12 17
4EY5,2 7 15 11 18 26 17 30 64 1
u7Y5,1 0 36 35 7 15 17 16 27 42
NrY5,0 1 27 23 15 21 12 35 7 36
MCY5,0 1 7 15 21 2 11 18 23 26
dnY5,0 12 15 18 11 2 21 49 7 1
N9Y5,2 11 13 15 18 7 9 4 62 19
VXY5,1 0 15 5 27 21 11 16 18 26
OzY5,1 0 35 5 16 15 4 27 12 11
SSY5,7 2 15 17 18 12 171 11 30 19
asY5,6 8 4 3 10 9 13 28 99 15
qEY5,0 12 2 52 7 15 1 8 11 5
QUY5,17 2 19 30 0 7 15 12 1 55
UvY5,5 16 1 15 2 0 11 7 12 19
XSY5,0 1 12 63 15 52 6 8 35 27
E3Y5,8 6 3 15 13 18 2 4 9 1
K9Y5,3 4 6 13 10 9 28 8 38 33
0cY5,8 6 61 89 15 3 2 13 18 7
NMY5,26 7 2 15 23 21 11 24 64 18
hAY5,8 6 13 10 3 4 9 18 15 11
IbY5,2 7 15 12 11 17 18 0 19 75
WdY5,2 0 12 7 15 19 17 11 18 58
ijY5,2 44 6 46 4 13 8 9 107 114
EuY5,14 0 5 16 12 1 2 15 26 7
OBY5,0 12 1 5 19 16 35 2 15 17
MBY5,1 0 35 36 7 15 17 2 19 12
pbY5,18 15 11 87 13 536 8 10 365 4
O1Y5,0 8 226 15 12 18 874 530 6 4
bfY5,0 1 27 15 35 2 11 21 18 7
gSY5,2 17 15 7 30 19 64 11 18 9
UAY5,4 13 3 6 10 54 8 9 0 1
lHY5,8 6 3 4 13 11 1 15 10 66
NIY5,4 3 9 6 10 13 8 28 38 33
YkY5,3 6 8 4 13 15 9 2 7 10
SNY5,2 17 15 7 76 19 18 5 11 281
1jY5,2 7 83 13 11 15 17 8 4 6
eOY5,11 15 7 2 18 66 0 12 21 50
ZbY5,11 22 15 20 2 18 32 29 0 1
pSY5,1 0 35 16 8 5 42 4 6 36
dwY5,4 13 3 6 10 8 9 28 54 33
BIY5,1 26 0 15 2 11 21 23 7 18
huY5,0 1 5 8 6 15 4 18 1279 938
2KY5,2 15 7 0 17 12 5 18 273 231
2IY5,5 16 0 15 1 14 2 6 7 11
AHY5,3 6 4 8 13 15 9 10 5 12
r0Y5,15 11 1 18 0 2 7 22 20 59
GPY5,5 16 49 15 11 26 1 80 6 0
4FY5,11 18 15 5 13 22 6 9 4 10
8lY5,12 0 2 19 17 15 7 1 11 52
hlY5,5 4 6 49 8 9 3 13 15 16
w6Y5,0 1 2 15 7 12 9 18 10 4
9fY5,26 2 4 8 6 11 15 9 5 13
EHY5,0 1 17 15 12 19 2 68 7 72
aPY5,8 0 6 261 346 4 3 12 15 10
BuY5,0 15 1 5 16 26 11 12 81 63
zNY5,8 6 3 4 13 10 9 15 0 206
csY5,18 15 43 101 59 286 2 11 60 4
IwY5,6 8 4 3 13 10 9 28 15 54
26Y5,2 0 15 7 17 19 14 4 6 12
wiY5,2 17 19 7 30 13 15 55 4 12
vOY5,3 4 6 13 10 9 28 38 18 15
BHY5,3 6 13 4 8 10 28 9 18 15
g9Y5,18 11 15 49 380 5 9 184 88 416
ImY5,50 15 18 39 11 65 21 49 66 13
mSY5,14 5 15 0 12 16 6 2 18 1
W8Y5,5 16 1 0 15 4 2 6 11 3
BhY5,1 0 36 35 15 27 7 42 2 16
7yY5,14 4 5 3 9 1 6 16 0 10
tvY5,11 21 15 12 23 24 73 0 2 49
hXY5,18 15 31 11 13 4 9 2 10 57
J2Y5,4 10 3 6 13 9 8 15 28 0
EXY5,18 15 2 76 11 4 547 9 473 43
v5Y5,8 6 3 15 13 4 12 0 5 18
bDY5,6 3 8 4 15 133 10 13 12 5
7mY5,12 0 15 2 11 1 19 7 17 18
jQY5,8 6 11 18 15 3 12 4 133 49
Q5Y5,4 13 3 6 8 10 9 28 33 38
aFY5,9 10 4 13 34 6 0 15 3 18
zyY5,0 12 52 15 2 7 17 19 18 79
w9Y5,1 0 5 16 35 19 12 17 6 69
5oY5,18 11 15 2 9 13 4 7 10 49
lXY5,2 7 30 15 11 17 18 0 19 12
EOY5,14 5 4 6 3 9 15 10 13 16
htY5,4 3 6 9 10 15 13 8 14 18
q4Y5,9 10 4 37 13 421 18 2 15 6
hoY5,0 2 7 15 17 1 14 12 19 5
OnY5,11 15 2 8 18 6 7 0 50 4
gZY5,2 7 30 17 19 15 5 55 11 3
U5Y5,14 0 2 1 7 15 66 11 17 253
t5Y5,39 50 15 66 11 65 21 18 0 493
HCY5,0 1 35 15 12 17 5 7 42 19
KsY5,0 1 35 12 2 19 7 15 36 16
CmY5,5 14 0 16 12 6 1 8 15 7
jJY5,2 7 1 0 5 15 26 11 18 17
IiY5,2 7 30 17 19 15 55 6 11 18
ySY5,4 3 13 6 10 8 9 28 38 33
bwY5,15 0 16 1 5 12 18 35 11 25
CDY5,2 7 15 11 18 5 30 19 13 305
U3Y5,0 12 2 15 19 1 7 11 18 17
OsY5,0 1 27 15 35 7 42 17 2 11
hYY5,4 13 3 10 54 6 9 8 28 15
WJY5,253 271 148 15 26 66 18 21 23 1
xnY5,1 0 27 26 15 23 11 35 21 7
z0Y5,1 0 23 21 24 3 6 4 12 8
c3Y5,5 16 1 0 15 12 14 84 6 19
EUY5,2 18 7 15 13 45 56 11 218 212
mFY5,15 2 19 0 17 18 12 11 7 8
9iY5,8 6 3 4 13 0 12 10 2 15
nNY5,11 15 8 2 18 5 50 20 7 6
6rY5,18 15 31 4 11 47 9 13 40 57
nMY5,0 4 33 28 1 38 9 78 6 3
eBY5,7 2 15 17 0 18 11 1 19 12
uXY5,2 7 17 19 0 15 12 11 48 30
3sY5,0 1 5 11 15 2 7 18 16 12
ZjY5,4 31 10 3 9 15 13 47 18 12
CXY5,8 6 3 4 13 10 9 28 33 15
3GY5,2 7 15 5 12 18 19 17 13 0
t7Y5,0 2 103 15 118 12 7 17 82 440
ZmY5,14 5 4 15 9 6 18 13 16 10
RHY5,2 7 15 11 18 30 12 17 62 64
eaY5,3 6 8 4 13 28 10 0 15 324
5XY5,11 15 1 0 16 2 7 18 5 25
6OY5,2 17 15 7 18 19 26 64 149 12
euY5,18 15 50 65 49 11 2 66 7 39
VcY5,14 5 0 6 15 16 12 2 7 18
YwY5,4 9 10 18 13 15 34 3 6 2
1eY5,2 0 11 7 15 1 12 19 16 5
8KY5,17 19 2 143 30 166 1437 11 15 18
Y2Y5,8 6 26 11 50 66 15 39 65 21
JxY5,3 4 6 10 13 9 8 28 38 15
s9Y5,14 5 15 2 0 49 18 12 11 7
0vY5,1 0 11 16 15 5 7 2 35 20
6fY5,0 1 27 35 12 17 36 42 2 15
HRY5,5 15 18 4 50 16 6 10 9 49
1zY5,12 0 5 16 15 19 2 1 7 6
PIY5,12 15 18 8 6 133 0 11 4 13
NfY5,0 12 8 15 261 2 52 19 6 1
cuY5,0 12 2 1 7 19 15 17 312 91
55Y5,0 12 5 2 15 14 19 1 17 7
CYY5,4 9 10 13 3 37 6 28 18 15
1BY5,14 6 4 5 3 15 13 71 9 18
xHY5,2 15 7 0 5 11 1 252 18 16
FMY5,21 15 1 0 11 23 2 7 24 18
CrY5,4 13 3 41 10 15 6 9 18 54
zQY5,0 1 63 12 35 27 15 167 16 36
YWY5,26 21 15 11 23 62 158 12 146 279
NpY5,13 4 6 8 3 10 33 9 28 38
vtY5,1 0 36 35 15 7 27 17 2 19
wnY5,6 8 3 4 13 10 9 15 5 16
P1Y5,15 18 11 26 2 62 21 7 49 270
fGY5,0 1 11 15 23 21 2 7 12 24
maY5,3 4 13 6 10 9 28 8 33 38
FEY5,4 3 6 9 10 15 13 18 8 11
eVY5,9 4 10 13 6 3 37 15 2 18
P8Y5,12 0 15 2 18 19 11 13 17 237
xrY5,2 11 18 0 15 7 1 12 13 31
qmY5,3 4 6 13 10 9 28 8 0 38
jeY5,11 8 15 0 18 20 21 6 49 23
nqY5,0 19 17 12 2 15 8 7 6 1
fLY5,39 50 15 65 66 18 11 13 4 0
rcY5,15 18 9 4 11 49 31 13 8 2
q7Y5,39 50 65 15 121 233 393 4 13 156
beY5,3 6 8 13 4 15 61 18 10 12
5wY5,11 2 18 15 22 7 20 26 32 62
0BY5,4 10 9 13 6 3 8 539 15 18
VrY5,0 12 19 1 2 15 538 8 17 6
FFY5,2 0 17 5 7 19 15 1 12 30
xYY5,1 0 35 15 36 42 17 16 19 27
XvY5,14 0 27 1 15 578 18 21 63 23
YBY5,1 0 5 16 35 6 69 3 4 25
OAY5,2 7 413 15 18 11 9 17 30 104
hhY5,2 7 15 17 12 11 19 0 18 1
TdY5,1 0 35 36 17 19 42 7 16 15
xdY5,0 1 27 23 5 21 35 106 11 16
8jY5,1 0 36 35 7 15 2 17 12 27
qNY5,11 20 22 15 29 32 18 2 13 8
cAY5,5 16 0 1 6 8 4 3 12 15
yPY5,6 3 8 4 13 10 9 28 15 11
hMY5,2 7 11 17 30 15 83 18 13 62
YhY5,17 19 2 143 30 13 9 340 4 15
MaY5,1 0 35 36 7 27 2 15 17 42
yNY5,5 16 15 14 6 3 4 18 84 71
mwY5,1 5 16 0 25 35 12 19 15 6
oUY5,1 5 0 16 4 3 6 8 69 25
UOY5,6 4 8 13 10 3 9 28 33 18
xaY5,0 19 1 2 17 12 7 15 11 35
KGY5,3 6 4 13 8 10 9 28 15 11
KlY5,1 0 35 19 17 5 16 12 7 36
IUY5,3 6 13 4 10 9 8 28 18 38
mzY5,7 2 0 17 1 19 48 15 5 35
SPY5,0 1 5 15 18 11 2 7 8 23
qIY5,3 4 6 13 8 10 9 15 5 28
JPY5,5 0 16 49 1 12 15 6 8 19
wvY5,0 1 35 42 36 27 16 15 25 12
X1Y5,0 1 15 11 63 4 12 2 6 42
QwY5,2 17 7 19 1 0 15 30 12 48
YlY5,0 1 589 404 236 568 69 6 4 5
D8Y5,4 3 13 6 10 9 8 28 38 33
alY5,2 51 45 56 77 13 4 295 137 15
BVY5,0 1 5 35 16 6 4 42 15 19
EyY5,8 6 3 0 4 15 12 70 13 10
JEY5,2 12 15 11 4 19 0 7 13 3
N3Y5,39 15 50 11 2 7 18 65 66 49
2tY5,1 0 27 21 23 15 36 35 63 7
bTY5,21 23 24 26 15 11 1 0 73 18
9LY5,8 6 4 3 13 10 15 18 9 28
TZY5,11 18 15 9 13 49 10 6 8 4
RDY5,1 0 16 25 5 11 35 15 12 7
WXY5,8 39 66 50 65 15 11 121 26 12
DJY5,0 12 15 1 7 2 11 16 5 21
U6Y5,8 6 3 4 13 10 9 15 28 16
NYY5,3 4 6 13 10 9 28 8 38 33
ExY5,1 0 36 2 15 7 35 11 12 94
zbY5,1 0 35 36 27 7 15 42 11 2
4WY5,4 3 9 13 10 6 28 38 15 33
3RY5,2 13 11 7 15 4 9 18 83 6
GTY5,0 1 5 16 12 15 6 35 8 2
95Y5,4 9 10 13 37 6 3 8 15 28
aaY5,3 4 6 13 10 9 8 28 33 15
9nY5,2 7 0 15 17 12 19 11 18 1
nQY5,8 6 4 13 3 15 2 9 18 10
SvY5,1 0 36 7 15 2 94 35 17 19
JMY5,0 1 5 12 17 19 16 15 35 2
MLY5,2 7 17 15 1 19 0 18 11 30
0oY5,1 0 36 7 35 2 15 17 27 11
qDY5,0 1 534 12 395 872 15 5 2 6
nIY5,2 7 17 19 15 0 12 11 1 30
RvY5,2 7 0 11 1 15 5 61 62 12
3eY5,8 6 3 13 4 0 10 12 9 15
ulY5,4 0 6 3 2 14 9 1 15 12
iwY5,1 23 21 0 24 73 15 27 6 74
oFY5,7 2 15 17 19 11 0 104 18 1
6IY5,0 39 338 156 121 15 207 529 233 4
H7Y5,1 0 23 15 21 11 27 35 24 106
3HY5,2 7 15 17 0 75 11 18 12 19
BLY5,0 1 27 23 21 106 26 640 74 15
YeY5,0 1 5 16 6 4 3 8 81 26
YDY5,0 2 15 1 12 7 11 19 17 35
cnY5,2 7 17 19 0 1 15 48 11 12
JOY5,3 6 8 4 0 13 10 1 12 9
IaY5,19 17 2 7 1 0 13 4 8 272
Q2Y5,5 16 0 15 6 1 12 2 7 14
FGY5,0 12 1 2 15 52 19 17 7 5
BzY5,2 7 17 19 0 12 15 11 30 18
3vY5,0 1 27 35 15 7 2 42 23 17
opY5,13 11 49 26 15 18 4 249 222 50
6jY5,4 3 13 10 6 9 8 28 33 38
DWY5,0 1 2 7 16 12 17 5 35 15
qTY5,0 12 15 19 18 2 11 17 7 26
Y7Y5,0 12 5 2 15 16 1 7 19 18
ASY5,1 0 36 35 12 27 25 15 42 16
ivY5,0 1 35 19 17 42 15 36 12 2
MYY5,5 11 18 15 26 2 9 0 4 13
WFY5,0 12 2 1 7 15 11 63 23 19
rNY5,0 15 12 1 14 2 17 19 7 52
AIY5,1 0 3 4 6 9 15 8 339 10
IeY5,4 10 9 6 3 13 8 28 38 15
QTY5,0 1 42 15 6 8 4 27 11 487
S6Y5,0 12 52 15 2 70 125 19 11 8
znY5,13 4 3 10 6 9 41 15 18 8
X5Y5,4 6 10 8 13 9 3 28 33 18
hxY5,2 13 4 51 0 6 45 3 19 56
ttY5,11 18 15 2 9 4 10 7 13 6
JrY5,11 20 15 22 29 8 1 2 18 32
WRY5,5 16 4 9 14 15 6 18 2 13
fAY5,3 6 4 13 8 10 9 15 28 54
zCY5,9 4 10 13 18 15 6 37 3 11
WMY5,3 13 4 6 10 9 8 33 28 38
ApY5,0 1 14 2 7 15 12 61 17 19
9mY5,2 11 15 13 18 4 8 19 7 45
98Y5,11 18 22 20 15 32 2 13 29 7
AyY5,4 13 3 10 6 9 8 28 33 38
gUY5,58 53 0 214 19 2 17 15 163 494
mkY5,0 12 1 5 2 15 19 7 35 14
kxY5,8 5 11 16 15 0 26 21 66 49
z6Y5,7 2 17 19 15 0 1 12 11 18
ScY5,1 0 35 36 15 7 17 27 2 19
vhY5,0 1 23 24 21 6 73 2 3 4
UqY5,1 0 15 11 21 23 63 26 5 27
bKY5,11 15 26 1 18 5 16 0 2 6
wuY5,11 18 15 50 2 20 66 22 49 65
XLY5,1 0 15 5 16 18 6 12 35 49
pPY5,4 3 6 13 10 9 8 28 33 15
UgY5,1 0 16 5 35 25 15 19 6 4
hsY5,0 1 17 27 15 42 35 12 36 19
usY5,11 1 5 15 21 0 18 23 7 49
j4Y5,4 13 3 10 28 33 9 38 6 8
VhY5,11 2 15 0 18 7 1 5 12 21
yQY5,3 6 4 8 13 9 10 28 33 15
fsY5,7 2 15 0 1 18 17 11 12 19
YvY5,7 2 17 15 11 19 12 0 48 18
cYY5,0 12 2 8 19 15 17 6 7 68
HwY5,0 1 16 15 11 63 5 27 6 35
1aY5,0 1 27 23 15 35 21 106 11 36
EQY5,5 16 14 15 0 4 49 1 84 2
WUY5,0 1 5 2 12 7 16 17 19 42
zYY5,5 49 18 15 11 16 9 80 4 6
2EY5,8 13 6 3 15 4 11 2 12 18
YyY5,5 14 4 16 15 13 2 9 12 6
YxY5,3 4 6 13 9 10 28 8 15 38
BsY5,0 12 1 15 19 2 16 5 35 4
C9Y5,21 23 0 1 24 11 74 73 15 27
VoY5,8 6 0 12 15 3 2 4 16 11
rHY5,11 7 2 18 15 21 49 5 0 1
ahY5,0 15 5 1 11 18 6 8 4 13
BrY5,19 17 0 1 2 7 48 15 6 13
X3Y5,0 12 4 9 5 2 14 15 6 19
e5Y5,0 1 5 2 12 42 16 17 7 6
bWY5,26 11 15 18 5 2 1 0 16 7
O3Y5,1 0 4 5 13 6 11 8 15 3
edY5,7 2 0 19 1 17 15 5 12 35
x4Y5,11 15 2 7 18 1 0 12 19 5
BoY5,0 1 8 15 42 12 35 4 2 7
C4Y5,11 20 22 13 6 29 4 32 15 8
5RY5,4 13 28 33 3 10 38 9 6 78
4fY5,62 2 15 18 7 11 411 498 26 9
yZY5,0 1 2 17 12 19 7 35 15 42
SrY5,0 12 1 15 2 11 19 7 17 18
fwY5,0 1 4 19 5 6 13 3 9 12
hzY5,5 14 16 4 6 3 15 9 71 13
g5Y5,3 6 13 4 10 28 9 8 11 38
tGY5,6 3 8 12 13 4 2 19 15 10
PLY5,2 15 14 5 7 18 11 0 49 17
wkY5,6 8 13 3 4 10 9 15 18 11
fyY5,14 0 1 12 15 19 17 2 7 35
TWY5,11 15 2 18 7 62 22 26 9 1
cBY5,12 0 15 2 19 18 7 17 11 91
y5Y5,26 5 15 16 1 11 0 18 49 21
l4Y5,21 23 1 24 0 11 74 26 7 73
RrY5,3 6 4 13 8 10 9 28 33 38
vdY5,2 7 30 15 0 17 11 18 1 19
2uY5,4 14 9 5 6 13 10 3 0 15
mtY5,6 3 4 8 13 10 9 15 28 11
yyY5,9 10 4 34 0 1 13 15 6 2
sAY5,0 12 19 15 2 8 17 1 7 92
4gY5,6 8 3 13 4 11 2 15 18 10
IOY5,0 1 27 35 42 15 7 36 17 11
GEY5,15 11 0 18 6 8 12 2 3 66
XqY5,3 4 6 13 0 1 10 12 9 8
lcY5,3 6 8 13 4 10 15 12 9 28
Z1Y5,3 6 4 13 10 9 8 28 15 18
DZY5,0 1 14 5 27 35 12 7 17 2
KtY5,2 15 11 18 182 9 17 5 13 392
paY5,3 4 6 13 10 9 8 28 15 38
l3Y5,0 1 139 17 19 15 5 42 35 8
qLY5,1 19 0 17 2 7 35 48 5 15
lmY5,8 0 6 2 12 3 7 52 1 11
crY5,50 65 15 39 11 18 49 256 7 355
WEY5,3 4 6 13 9 10 12 28 8 15
wqY5,2 44 46 107 109 114 6 138 15 0
0wY5,3 4 6 13 9 10 28 8 38 33
3CY5,7 2 19 17 1 0 15 48 12 30
njY5,1 0 35 36 7 15 2 17 19 12
3fY5,11 15 2 18 7 0 21 20 1 12
0ZY5,23 21 1 24 0 15 2 73 7 11
pZY5,3 4 6 13 10 9 8 28 38 33
xcY5,15 18 366 238 274 11 2 49 59 9
h9Y5,4 6 0 5 8 1 13 10 15 11
SWY5,2 7 11 15 18 62 17 0 1 19
diY5,2 7 11 15 18 454 21 279 439 158
6CY5,13 4 33 6 8 3 28 38 9 10
vcY5,25 1 0 16 35 5 15 14 36 12
7gY5,3 4 13 6 10 9 28 38 33 8
sGY5,4 6 3 13 10 9 28 8 38 33
phY5,0 1 17 2 7 25 19 12 35 15
5JY5,0 2 12 1 19 17 7 15 11 35
0YY5,39 66 50 13 15 18 4 10 65 156
niY5,11 39 50 20 15 18 2 121 21 156
u5Y5,26 15 11 18 5 49 16 21 2 50
xiY5,0 1 5 15 42 11 2 17 35 16
r2Y5,5 16 0 1 14 12 15 35 6 11
FRY5,16 5 0 1 15 35 11 7 25 12
lRY5,4 10 13 3 9 6 8 28 54 38
ugY5,1 0 27 15 11 7 2 35 17 12
GgY5,5 16 11 0 1 4 9 26 18 10
CqY5,11 20 22 32 29 6 13 15 4 3
y3Y5,15 18 2 8 11 4 9 13 6 49
zeY5,5 16 0 6 8 1 3 26 14 4
25Y5,8 6 0 3 12 13 4 15 5 16
sQY5,16 5 133 15 11 630 0 18 8 26
ZZY5,17 2 7 19 15 129 18 128 48 12
K4Y5,4 13 9 10 3 6 33 38 28 8
ZBY5,11 0 1 20 15 21 18 29 22 32
LLY5,2 15 182 5 392 9 17 634 11 18
BDY5,1 0 19 2 7 17 12 3 13 15
ykY5,7 2 17 0 15 1 11 19 18 12
fgY5,5 16 0 1 12 14 15 6 19 81
TiY5,0 1 14 5 2 35 15 19 12 7
5mY5,1 0 35 36 17 16 19 15 6 14
rCY5,0 1 15 35 27 5 42 2 49 14
UZY5,0 1 4 8 6 3 9 17 13 33
QnY5,0 1 42 16 35 27 15 5 11 36
CcY5,0 1 5 15 2 27 17 12 16 7
snY5,4 9 10 13 6 3 14 15 18 28
1CY5,0 1 12 19 35 15 8 2 17 3
szY5,0 17 19 2 1 12 7 15 30 58
8gY5,5 16 0 1 2 7 11 15 12 81
XAY5,5 16 1 0 6 4 14 3 15 19
aEY5,7 2 15 18 48 17 13 19 9 11
OEY5,0 1 2 17 15 19 12 64 13 8
5TY5,13 4 3 8 6 10 0 9 54 33
vZY5,10 4 6 9 3 13 8 28 15 38
ZoY5,11 20 22 29 32 15 18 2 13 5
KAY5,0 1 15 35 27 36 11 2 42 12
ADY5,0 1 15 35 25 12 16 2 7 17
qYY5,49 18 11 15 50 13 422 10 4 485
leY5,15 18 11 0 59 43 2 60 12 7
cFY5,1 0 16 5 15 35 11 7 12 2
0hY5,0 1 12 6 8 3 4 15 35 19
ABY5,4 13 3 10 6 8 9 54 15 18
rVY5,21 23 24 2 4 9 15 11 18 73
evY5,0 1 5 12 2 7 23 21 16 15
e7Y5,2 19 17 7 0 3 12 6 15 1
t9Y5,18 15 49 5 11 67 80 31 9 10
0IY5,5 1 0 16 25 35 12 15 19 17
91Y5,8 6 3 13 4 18 15 9 61 10
4CY5,5 0 16 14 8 6 12 15 1 11
G0Y5,15 0 273 231 491 2 160 49 12 18
pIY5,17 2 30 15 19 9 340 4 18 427
TgY5,0 1 6 12 3 16 4 5 8 352
TCY5,0 12 2 7 5 1 19 15 17 35
TUY5,1 0 2 16 5 7 17 35 19 25
hRY5,5 0 1 16 19 17 2 7 12 15
QKY5,2 7 5 17 15 0 8 11 16 12
9dY5,11 22 20 32 29 15 13 6 8 2
gPY5,4 14 9 0 10 28 15 13 6 31
dpY5,231 273 160 491 2 15 888 0 5 252
N0Y5,15 18 5 11 4 9 13 2 6 10
v8Y5,6 3 8 4 10 13 15 133 11 18
eqY5,5 14 15 16 0 1 2 12 11 7
aVY5,1 0 42 35 15 27 5 4 11 6
y6Y5,13 3 4 6 41 389 8 10 54 9
1AY5,0 1 5 12 35 534 15 872 2 395
yWY5,1 0 35 36 16 5 27 15 2 7
GUY5,0 1 12 23 21 27 63 36 35 16
kTY5,0 1 12 5 35 16 7 2 15 3
FeY5,2 7 15 18 17 11 19 30 0 75
boY5,3 4 6 13 10 9 28 8 38 33
ruY5,26 1 0 23 12 21 27 130 15 2
V5Y5,9 10 4 13 37 6 3 28 18 15
VVY5,0 15 2 12 23 1 21 7 11 19
wYY5,1 0 5 16 35 4 6 8 15 11
LaY5,1 0 27 23 21 15 11 24 18 74
UKY5,0 1 15 8 5 6 4 16 42 18
fWY5,25 16 1 5 0 35 15 14 8 6
pmY5,15 18 463 11 96 708 2 26 13 9
4xY5,8 6 2 15 3 5 11 7 18 16
MkY5,18 15 2 11 17 60 9 44 7 13
WrY5,11 20 22 15 2 32 29 18 6 7
HlY5,0 1 5 35 4 16 8 6 42 25
1WY5,7 2 17 15 0 18 19 48 12 171
uEY5,0 1 5 35 2 42 11 27 7 15
ZzY5,1 0 35 15 7 36 2 12 16 11
